ws,wd,freq_val
0.2,175.0,8.194034742707309e-06
0.2,180.0,1.6388069485414618e-05
0.2,185.0,4.097017371353654e-06
0.2,190.0,2.8679121599475583e-05
0.2,195.0,8.194034742707309e-06
0.2,200.0,1.2291052114060964e-05
0.2,205.0,1.2291052114060964e-05
0.2,209.99998,8.194034742707309e-06
0.2,215.00002,2.4582104228121928e-05
0.2,220.0,1.2291052114060964e-05
0.2,225.0,1.2291052114060964e-05
0.2,230.0,1.2291052114060964e-05
0.2,234.99998,4.097017371353654e-06
0.2,240.00002,1.6388069485414618e-05
0.2,245.0,1.6388069485414618e-05
0.2,250.0,4.097017371353654e-06
0.2,255.0,2.0485086856768273e-05
0.2,260.0,2.0485086856768273e-05
0.2,265.0,4.097017371353654e-06
0.2,270.0,2.4582104228121928e-05
0.2,275.0,8.194034742707309e-06
0.2,280.0,2.0485086856768273e-05
0.2,285.0,8.194034742707309e-06
0.2,290.0,8.194034742707309e-06
0.2,295.0,1.2291052114060964e-05
0.2,300.0,2.4582104228121928e-05
0.2,305.0,8.194034742707309e-06
0.2,310.0,8.194034742707309e-06
0.2,315.0,1.2291052114060964e-05
0.2,320.0,1.2291052114060964e-05
0.2,325.0,1.6388069485414618e-05
0.2,330.0,1.6388069485414618e-05
0.2,335.0,4.097017371353654e-06
0.2,340.0,8.194034742707309e-06
0.2,345.0,1.2291052114060964e-05
0.2,350.0,1.2291052114060964e-05
0.3,0.0,4.097017371353654e-06
0.3,5.0,2.0485086856768273e-05
0.3,10.0,1.2291052114060964e-05
0.3,15.000001,2.4582104228121928e-05
0.3,20.0,1.2291052114060964e-05
0.3,25.0,8.194034742707309e-06
0.3,30.000002,2.8679121599475583e-05
0.3,35.0,1.6388069485414618e-05
0.3,40.0,1.6388069485414618e-05
0.3,45.0,8.194034742707309e-06
0.3,50.0,2.0485086856768273e-05
0.3,55.0,1.6388069485414618e-05
0.3,60.000004,1.6388069485414618e-05
0.3,65.0,8.194034742707309e-06
0.3,70.0,2.4582104228121928e-05
0.3,75.0,1.6388069485414618e-05
0.3,80.0,2.4582104228121928e-05
0.3,85.0,2.4582104228121928e-05
0.3,90.0,4.097017371353654e-06
0.3,95.0,1.2291052114060964e-05
0.3,100.0,2.0485086856768273e-05
0.3,104.99999,8.194034742707309e-06
0.3,110.0,1.6388069485414618e-05
0.3,115.0,2.4582104228121928e-05
0.3,120.00001,2.4582104228121928e-05
0.3,125.0,2.8679121599475583e-05
0.3,130.0,1.2291052114060964e-05
0.3,135.0,1.2291052114060964e-05
0.3,140.0,4.097017371353654e-06
0.3,145.0,4.097017371353654e-06
0.3,150.0,8.194034742707309e-06
0.3,160.0,2.4582104228121928e-05
0.3,165.0,1.2291052114060964e-05
0.3,170.0,1.2291052114060964e-05
0.3,175.0,8.194034742707309e-06
0.3,180.0,1.2291052114060964e-05
0.3,185.0,1.6388069485414618e-05
0.3,190.0,1.2291052114060964e-05
0.3,195.0,1.2291052114060964e-05
0.3,200.0,1.6388069485414618e-05
0.3,205.0,2.0485086856768273e-05
0.3,209.99998,8.194034742707309e-06
0.3,215.00002,1.2291052114060964e-05
0.3,220.0,1.6388069485414618e-05
0.3,225.0,1.6388069485414618e-05
0.3,230.0,2.4582104228121928e-05
0.3,234.99998,2.8679121599475583e-05
0.3,240.00002,8.194034742707309e-06
0.3,245.0,1.6388069485414618e-05
0.3,250.0,1.2291052114060964e-05
0.3,260.0,8.194034742707309e-06
0.3,265.0,1.6388069485414618e-05
0.3,270.0,1.6388069485414618e-05
0.3,275.0,1.6388069485414618e-05
0.3,280.0,1.2291052114060964e-05
0.3,285.0,8.194034742707309e-06
0.3,290.0,1.6388069485414618e-05
0.3,300.0,8.194034742707309e-06
0.3,305.0,1.6388069485414618e-05
0.3,310.0,2.4582104228121928e-05
0.3,315.0,2.0485086856768273e-05
0.3,325.0,1.2291052114060964e-05
0.3,330.0,4.097017371353654e-06
0.3,335.0,1.6388069485414618e-05
0.3,340.0,1.2291052114060964e-05
0.3,345.0,1.2291052114060964e-05
0.3,350.0,1.2291052114060964e-05
0.3,355.0,8.194034742707309e-06
0.4,0.0,8.194034742707309e-06
0.4,5.0,2.0485086856768273e-05
0.4,15.000001,1.2291052114060964e-05
0.4,20.0,1.6388069485414618e-05
0.4,30.000002,4.097017371353654e-06
0.4,40.0,2.4582104228121928e-05
0.4,45.0,4.097017371353654e-06
0.4,50.0,2.0485086856768273e-05
0.4,55.0,1.2291052114060964e-05
0.4,60.000004,2.0485086856768273e-05
0.4,65.0,1.6388069485414618e-05
0.4,70.0,4.097017371353654e-06
0.4,75.0,8.194034742707309e-06
0.4,80.0,2.8679121599475583e-05
0.4,85.0,4.097017371353654e-06
0.4,90.0,8.194034742707309e-06
0.4,95.0,2.4582104228121928e-05
0.4,100.0,2.0485086856768273e-05
0.4,104.99999,4.097017371353654e-06
0.4,110.0,2.4582104228121928e-05
0.4,120.00001,2.4582104228121928e-05
0.4,125.0,2.8679121599475583e-05
0.4,130.0,4.0970173713536546e-05
0.4,135.0,4.097017371353654e-06
0.4,140.0,2.0485086856768273e-05
0.4,145.0,2.0485086856768273e-05
0.4,150.0,2.0485086856768273e-05
0.4,155.0,4.097017371353654e-06
0.4,160.0,3.2776138970829235e-05
0.4,165.0,2.4582104228121928e-05
0.4,170.0,1.2291052114060964e-05
0.4,175.0,2.4582104228121928e-05
0.4,180.0,2.0485086856768273e-05
0.4,185.0,2.4582104228121928e-05
0.4,190.0,8.194034742707309e-06
0.4,195.0,1.2291052114060964e-05
0.4,200.0,1.6388069485414618e-05
0.4,205.0,1.2291052114060964e-05
0.4,209.99998,2.8679121599475583e-05
0.4,215.00002,3.2776138970829235e-05
0.4,220.0,2.4582104228121928e-05
0.4,225.0,1.2291052114060964e-05
0.4,230.0,1.6388069485414618e-05
0.4,234.99998,1.2291052114060964e-05
0.4,240.00002,2.0485086856768273e-05
0.4,245.0,4.097017371353654e-06
0.4,250.0,4.097017371353654e-06
0.4,255.0,2.4582104228121928e-05
0.4,260.0,4.097017371353654e-06
0.4,265.0,8.194034742707309e-06
0.4,270.0,2.0485086856768273e-05
0.4,275.0,8.194034742707309e-06
0.4,280.0,2.0485086856768273e-05
0.4,285.0,3.687315634218289e-05
0.4,290.0,2.4582104228121928e-05
0.4,295.0,1.6388069485414618e-05
0.4,300.0,2.4582104228121928e-05
0.4,305.0,1.2291052114060964e-05
0.4,310.0,4.097017371353654e-06
0.4,315.0,4.097017371353654e-06
0.4,320.0,4.097017371353654e-06
0.4,325.0,2.0485086856768273e-05
0.4,330.0,4.097017371353654e-06
0.4,335.0,2.0485086856768273e-05
0.4,340.0,2.8679121599475583e-05
0.4,345.0,1.2291052114060964e-05
0.4,350.0,1.6388069485414618e-05
0.4,355.0,1.6388069485414618e-05
0.5,0.0,1.2291052114060964e-05
0.5,5.0,8.194034742707309e-06
0.5,10.0,1.6388069485414618e-05
0.5,15.000001,8.194034742707309e-06
0.5,20.0,2.4582104228121928e-05
0.5,25.0,1.6388069485414618e-05
0.5,30.000002,1.6388069485414618e-05
0.5,35.0,2.4582104228121928e-05
0.5,40.0,3.2776138970829235e-05
0.5,45.0,1.6388069485414618e-05
0.5,50.0,8.194034742707309e-06
0.5,55.0,2.4582104228121928e-05
0.5,60.000004,4.097017371353654e-06
0.5,65.0,2.4582104228121928e-05
0.5,70.0,1.6388069485414618e-05
0.5,75.0,2.4582104228121928e-05
0.5,80.0,1.2291052114060964e-05
0.5,85.0,2.0485086856768273e-05
0.5,90.0,2.4582104228121928e-05
0.5,95.0,1.2291052114060964e-05
0.5,100.0,3.2776138970829235e-05
0.5,104.99999,1.6388069485414618e-05
0.5,110.0,1.2291052114060964e-05
0.5,115.0,2.0485086856768273e-05
0.5,120.00001,2.4582104228121928e-05
0.5,125.0,1.6388069485414618e-05
0.5,130.0,2.0485086856768273e-05
0.5,135.0,8.194034742707309e-06
0.5,140.0,2.0485086856768273e-05
0.5,145.0,1.2291052114060964e-05
0.5,150.0,2.0485086856768273e-05
0.5,155.0,8.194034742707309e-06
0.5,160.0,4.50671910848902e-05
0.5,165.0,2.4582104228121928e-05
0.5,170.0,3.2776138970829235e-05
0.5,175.0,1.6388069485414618e-05
0.5,180.0,1.6388069485414618e-05
0.5,185.0,2.4582104228121928e-05
0.5,190.0,2.8679121599475583e-05
0.5,195.0,1.2291052114060964e-05
0.5,200.0,2.4582104228121928e-05
0.5,205.0,4.097017371353654e-06
0.5,209.99998,1.6388069485414618e-05
0.5,215.00002,4.097017371353654e-06
0.5,220.0,2.0485086856768273e-05
0.5,225.0,3.687315634218289e-05
0.5,230.0,2.0485086856768273e-05
0.5,234.99998,2.0485086856768273e-05
0.5,240.00002,2.0485086856768273e-05
0.5,245.0,2.8679121599475583e-05
0.5,250.0,8.194034742707309e-06
0.5,255.0,1.6388069485414618e-05
0.5,260.0,3.2776138970829235e-05
0.5,265.0,8.194034742707309e-06
0.5,270.0,2.0485086856768273e-05
0.5,275.0,2.0485086856768273e-05
0.5,280.0,3.2776138970829235e-05
0.5,285.0,2.4582104228121928e-05
0.5,290.0,3.2776138970829235e-05
0.5,295.0,3.2776138970829235e-05
0.5,300.0,2.8679121599475583e-05
0.5,305.0,2.8679121599475583e-05
0.5,310.0,1.6388069485414618e-05
0.5,315.0,3.2776138970829235e-05
0.5,320.0,1.2291052114060964e-05
0.5,325.0,1.6388069485414618e-05
0.5,330.0,2.0485086856768273e-05
0.5,335.0,1.2291052114060964e-05
0.5,340.0,8.194034742707309e-06
0.5,345.0,1.2291052114060964e-05
0.5,350.0,1.6388069485414618e-05
0.5,355.0,8.194034742707309e-06
0.6,0.0,4.50671910848902e-05
0.6,5.0,2.0485086856768273e-05
0.6,10.0,3.2776138970829235e-05
0.6,15.000001,3.2776138970829235e-05
0.6,20.0,1.6388069485414618e-05
0.6,25.0,4.097017371353654e-06
0.6,30.000002,2.4582104228121928e-05
0.6,35.0,2.0485086856768273e-05
0.6,40.0,4.097017371353654e-06
0.6,45.0,1.6388069485414618e-05
0.6,50.0,3.2776138970829235e-05
0.6,55.0,1.2291052114060964e-05
0.6,60.000004,4.097017371353654e-06
0.6,65.0,2.4582104228121928e-05
0.6,70.0,2.0485086856768273e-05
0.6,75.0,2.8679121599475583e-05
0.6,80.0,8.194034742707309e-06
0.6,85.0,1.2291052114060964e-05
0.6,90.0,1.2291052114060964e-05
0.6,95.0,2.0485086856768273e-05
0.6,100.0,2.4582104228121928e-05
0.6,104.99999,2.8679121599475583e-05
0.6,110.0,4.097017371353654e-06
0.6,115.0,2.0485086856768273e-05
0.6,120.00001,1.6388069485414618e-05
0.6,125.0,1.2291052114060964e-05
0.6,130.0,1.2291052114060964e-05
0.6,135.0,2.4582104228121928e-05
0.6,140.0,4.0970173713536546e-05
0.6,145.0,1.2291052114060964e-05
0.6,150.0,2.4582104228121928e-05
0.6,155.0,1.6388069485414618e-05
0.6,160.0,1.6388069485414618e-05
0.6,165.0,1.6388069485414618e-05
0.6,175.0,2.8679121599475583e-05
0.6,180.0,2.4582104228121928e-05
0.6,185.0,8.194034742707309e-06
0.6,190.0,4.0970173713536546e-05
0.6,195.0,2.4582104228121928e-05
0.6,200.0,1.6388069485414618e-05
0.6,205.0,2.4582104228121928e-05
0.6,209.99998,2.0485086856768273e-05
0.6,215.00002,1.6388069485414618e-05
0.6,220.0,2.4582104228121928e-05
0.6,225.0,1.2291052114060964e-05
0.6,230.0,2.8679121599475583e-05
0.6,234.99998,2.4582104228121928e-05
0.6,240.00002,2.8679121599475583e-05
0.6,245.0,4.0970173713536546e-05
0.6,250.0,3.687315634218289e-05
0.6,255.0,1.2291052114060964e-05
0.6,260.0,1.6388069485414618e-05
0.6,265.0,5.326122582759751e-05
0.6,270.0,3.687315634218289e-05
0.6,275.0,1.6388069485414618e-05
0.6,280.0,2.4582104228121928e-05
0.6,285.0,1.6388069485414618e-05
0.6,290.0,3.2776138970829235e-05
0.6,295.0,2.4582104228121928e-05
0.6,300.0,3.2776138970829235e-05
0.6,305.0,2.0485086856768273e-05
0.6,310.0,1.2291052114060964e-05
0.6,315.0,4.0970173713536546e-05
0.6,320.0,1.6388069485414618e-05
0.6,325.0,2.0485086856768273e-05
0.6,330.0,1.6388069485414618e-05
0.6,335.0,1.2291052114060964e-05
0.6,340.0,2.0485086856768273e-05
0.6,345.0,2.0485086856768273e-05
0.6,350.0,1.2291052114060964e-05
0.6,355.0,2.0485086856768273e-05
0.7,0.0,2.8679121599475583e-05
0.7,5.0,3.687315634218289e-05
0.7,10.0,2.4582104228121928e-05
0.7,15.000001,1.2291052114060964e-05
0.7,20.0,4.0970173713536546e-05
0.7,25.0,1.6388069485414618e-05
0.7,30.000002,2.4582104228121928e-05
0.7,35.0,2.4582104228121928e-05
0.7,40.0,2.8679121599475583e-05
0.7,45.0,1.6388069485414618e-05
0.7,50.0,2.0485086856768273e-05
0.7,55.0,1.6388069485414618e-05
0.7,60.000004,3.687315634218289e-05
0.7,65.0,1.2291052114060964e-05
0.7,70.0,3.687315634218289e-05
0.7,75.0,1.2291052114060964e-05
0.7,80.0,4.0970173713536546e-05
0.7,85.0,2.8679121599475583e-05
0.7,90.0,2.4582104228121928e-05
0.7,95.0,2.4582104228121928e-05
0.7,100.0,1.6388069485414618e-05
0.7,104.99999,3.2776138970829235e-05
0.7,110.0,2.0485086856768273e-05
0.7,115.0,8.194034742707309e-06
0.7,120.00001,4.50671910848902e-05
0.7,125.0,1.6388069485414618e-05
0.7,130.0,4.0970173713536546e-05
0.7,135.0,1.6388069485414618e-05
0.7,140.0,3.2776138970829235e-05
0.7,145.0,1.6388069485414618e-05
0.7,150.0,3.687315634218289e-05
0.7,155.0,2.8679121599475583e-05
0.7,160.0,3.687315634218289e-05
0.7,165.0,1.6388069485414618e-05
0.7,170.0,2.4582104228121928e-05
0.7,175.0,1.2291052114060964e-05
0.7,180.0,2.8679121599475583e-05
0.7,185.0,3.2776138970829235e-05
0.7,190.0,3.2776138970829235e-05
0.7,195.0,2.4582104228121928e-05
0.7,200.0,2.0485086856768273e-05
0.7,205.0,1.6388069485414618e-05
0.7,209.99998,4.9164208456243856e-05
0.7,215.00002,2.8679121599475583e-05
0.7,220.0,2.0485086856768273e-05
0.7,225.0,3.2776138970829235e-05
0.7,230.0,3.2776138970829235e-05
0.7,234.99998,2.0485086856768273e-05
0.7,240.00002,1.6388069485414618e-05
0.7,245.0,8.194034742707309e-06
0.7,250.0,2.4582104228121928e-05
0.7,255.0,2.4582104228121928e-05
0.7,260.0,3.687315634218289e-05
0.7,265.0,2.8679121599475583e-05
0.7,270.0,2.8679121599475583e-05
0.7,275.0,2.4582104228121928e-05
0.7,280.0,1.6388069485414618e-05
0.7,285.0,2.4582104228121928e-05
0.7,290.0,2.8679121599475583e-05
0.7,295.0,2.4582104228121928e-05
0.7,300.0,1.6388069485414618e-05
0.7,305.0,2.0485086856768273e-05
0.7,310.0,3.2776138970829235e-05
0.7,315.0,2.4582104228121928e-05
0.7,320.0,1.6388069485414618e-05
0.7,325.0,2.4582104228121928e-05
0.7,330.0,2.0485086856768273e-05
0.7,335.0,1.6388069485414618e-05
0.7,340.0,2.0485086856768273e-05
0.7,345.0,3.2776138970829235e-05
0.7,350.0,1.6388069485414618e-05
0.7,355.0,1.2291052114060964e-05
0.8,0.0,2.8679121599475583e-05
0.8,5.0,2.4582104228121928e-05
0.8,10.0,4.097017371353654e-06
0.8,15.000001,2.8679121599475583e-05
0.8,20.0,8.194034742707309e-06
0.8,25.0,8.194034742707309e-06
0.8,30.000002,3.2776138970829235e-05
0.8,35.0,2.4582104228121928e-05
0.8,40.0,8.194034742707309e-06
0.8,45.0,4.50671910848902e-05
0.8,50.0,4.0970173713536546e-05
0.8,55.0,2.8679121599475583e-05
0.8,60.000004,4.0970173713536546e-05
0.8,65.0,4.0970173713536546e-05
0.8,70.0,2.0485086856768273e-05
0.8,75.0,8.194034742707309e-06
0.8,80.0,4.9164208456243856e-05
0.8,85.0,2.8679121599475583e-05
0.8,90.0,2.0485086856768273e-05
0.8,95.0,4.0970173713536546e-05
0.8,100.0,3.2776138970829235e-05
0.8,104.99999,2.0485086856768273e-05
0.8,110.0,3.687315634218289e-05
0.8,115.0,2.0485086856768273e-05
0.8,120.00001,2.0485086856768273e-05
0.8,125.0,1.6388069485414618e-05
0.8,130.0,2.8679121599475583e-05
0.8,135.0,2.0485086856768273e-05
0.8,140.0,3.687315634218289e-05
0.8,145.0,3.2776138970829235e-05
0.8,150.0,4.097017371353654e-06
0.8,155.0,3.687315634218289e-05
0.8,160.0,3.2776138970829235e-05
0.8,165.0,2.4582104228121928e-05
0.8,170.0,2.8679121599475583e-05
0.8,175.0,4.50671910848902e-05
0.8,180.0,2.0485086856768273e-05
0.8,185.0,1.2291052114060964e-05
0.8,190.0,1.6388069485414618e-05
0.8,195.0,3.687315634218289e-05
0.8,200.0,3.687315634218289e-05
0.8,205.0,1.6388069485414618e-05
0.8,209.99998,2.0485086856768273e-05
0.8,215.00002,4.50671910848902e-05
0.8,220.0,2.0485086856768273e-05
0.8,225.0,4.0970173713536546e-05
0.8,230.0,4.50671910848902e-05
0.8,234.99998,2.8679121599475583e-05
0.8,240.00002,4.0970173713536546e-05
0.8,245.0,3.687315634218289e-05
0.8,250.0,3.2776138970829235e-05
0.8,255.0,3.687315634218289e-05
0.8,260.0,3.2776138970829235e-05
0.8,265.0,3.687315634218289e-05
0.8,270.0,4.0970173713536546e-05
0.8,275.0,2.4582104228121928e-05
0.8,280.0,2.8679121599475583e-05
0.8,285.0,4.50671910848902e-05
0.8,290.0,3.2776138970829235e-05
0.8,295.0,2.8679121599475583e-05
0.8,300.0,3.2776138970829235e-05
0.8,305.0,1.6388069485414618e-05
0.8,310.0,3.687315634218289e-05
0.8,315.0,3.687315634218289e-05
0.8,320.0,2.8679121599475583e-05
0.8,325.0,2.4582104228121928e-05
0.8,330.0,2.0485086856768273e-05
0.8,335.0,3.2776138970829235e-05
0.8,340.0,4.9164208456243856e-05
0.8,345.0,1.2291052114060964e-05
0.8,350.0,8.194034742707309e-06
0.8,355.0,3.2776138970829235e-05
0.9,0.0,2.8679121599475583e-05
0.9,5.0,2.8679121599475583e-05
0.9,10.0,3.2776138970829235e-05
0.9,15.000001,2.8679121599475583e-05
0.9,20.0,1.6388069485414618e-05
0.9,25.0,3.2776138970829235e-05
0.9,30.000002,1.6388069485414618e-05
0.9,35.0,4.50671910848902e-05
0.9,40.0,2.4582104228121928e-05
0.9,45.0,3.2776138970829235e-05
0.9,50.0,2.0485086856768273e-05
0.9,55.0,1.2291052114060964e-05
0.9,60.000004,4.9164208456243856e-05
0.9,65.0,1.6388069485414618e-05
0.9,70.0,4.50671910848902e-05
0.9,75.0,4.9164208456243856e-05
0.9,80.0,1.2291052114060964e-05
0.9,85.0,2.4582104228121928e-05
0.9,90.0,1.6388069485414618e-05
0.9,95.0,3.687315634218289e-05
0.9,100.0,2.8679121599475583e-05
0.9,104.99999,3.2776138970829235e-05
0.9,110.0,3.2776138970829235e-05
0.9,115.0,4.0970173713536546e-05
0.9,120.00001,4.9164208456243856e-05
0.9,125.0,2.4582104228121928e-05
0.9,130.0,2.4582104228121928e-05
0.9,135.0,2.0485086856768273e-05
0.9,140.0,3.2776138970829235e-05
0.9,145.0,8.194034742707309e-06
0.9,150.0,4.0970173713536546e-05
0.9,155.0,2.8679121599475583e-05
0.9,160.0,2.4582104228121928e-05
0.9,165.0,2.0485086856768273e-05
0.9,170.0,1.2291052114060964e-05
0.9,175.0,4.9164208456243856e-05
0.9,180.0,4.50671910848902e-05
0.9,185.0,3.687315634218289e-05
0.9,190.0,2.0485086856768273e-05
0.9,195.0,2.0485086856768273e-05
0.9,200.0,4.50671910848902e-05
0.9,205.0,4.50671910848902e-05
0.9,209.99998,5.7358243198951167e-05
0.9,215.00002,2.8679121599475583e-05
0.9,220.0,3.2776138970829235e-05
0.9,225.0,4.50671910848902e-05
0.9,230.0,1.6388069485414618e-05
0.9,234.99998,1.6388069485414618e-05
0.9,240.00002,3.687315634218289e-05
0.9,245.0,5.7358243198951167e-05
0.9,250.0,3.2776138970829235e-05
0.9,255.0,5.7358243198951167e-05
0.9,260.0,5.326122582759751e-05
0.9,265.0,2.4582104228121928e-05
0.9,270.0,3.687315634218289e-05
0.9,275.0,2.8679121599475583e-05
0.9,280.0,2.8679121599475583e-05
0.9,285.0,4.9164208456243856e-05
0.9,290.0,2.0485086856768273e-05
0.9,295.0,3.2776138970829235e-05
0.9,300.0,4.9164208456243856e-05
0.9,305.0,2.0485086856768273e-05
0.9,310.0,3.687315634218289e-05
0.9,315.0,4.0970173713536546e-05
0.9,320.0,2.4582104228121928e-05
0.9,325.0,2.4582104228121928e-05
0.9,330.0,3.2776138970829235e-05
