ws,wd,freq_val
0.0,0.0,7.374631268436578e-05
0.0,5.0,4.50671910848902e-05
0.0,10.0,3.687315634218289e-05
0.0,15.0,2.8679121599475583e-05
0.0,20.0,5.326122582759751e-05
0.0,25.0,4.9164208456243856e-05
0.0,30.0,1.6388069485414618e-05
0.0,35.0,6.555227794165847e-05
0.0,40.0,2.4582104228121928e-05
0.0,45.0,6.555227794165847e-05
0.0,50.0,2.8679121599475583e-05
0.0,55.00000000000001,4.9164208456243856e-05
0.0,60.0,6.555227794165847e-05
0.0,65.0,3.2776138970829235e-05
0.0,70.0,3.687315634218289e-05
0.0,75.0,4.9164208456243856e-05
0.0,80.0,4.50671910848902e-05
0.0,85.0,3.2776138970829235e-05
0.0,90.0,4.50671910848902e-05
0.0,95.0,1.6388069485414618e-05
0.0,100.0,1.6388069485414618e-05
0.0,105.0,2.8679121599475583e-05
0.0,110.00000000000001,3.687315634218289e-05
0.0,114.99999999999999,4.0970173713536546e-05
0.0,120.0,3.687315634218289e-05
0.0,125.0,2.4582104228121928e-05
0.0,130.0,2.8679121599475583e-05
0.0,135.0,2.4582104228121928e-05
0.0,140.0,2.8679121599475583e-05
0.0,145.0,1.6388069485414618e-05
0.0,150.0,2.4582104228121928e-05
0.0,155.0,2.4582104228121928e-05
0.0,160.0,3.2776138970829235e-05
0.0,165.0,2.8679121599475583e-05
0.0,170.0,2.4582104228121928e-05
0.0,175.0,8.194034742707309e-06
0.0,180.0,2.0485086856768273e-05
0.0,185.0,3.687315634218289e-05
0.0,190.0,3.2776138970829235e-05
0.0,195.0,8.194034742707309e-06
0.0,200.0,2.4582104228121928e-05
0.0,204.99999999999997,3.2776138970829235e-05
0.0,210.0,3.2776138970829235e-05
0.0,215.0,4.50671910848902e-05
0.0,220.00000000000003,5.7358243198951167e-05
0.0,225.0,4.0970173713536546e-05
0.0,229.99999999999997,2.8679121599475583e-05
0.0,235.0,3.687315634218289e-05
0.0,240.0,6.964929531301213e-05
0.0,245.00000000000003,6.555227794165847e-05
0.0,250.0,4.9164208456243856e-05
0.0,254.99999999999997,5.7358243198951167e-05
0.0,260.0,7.784333005571944e-05
0.0,265.0,8.194034742707309e-05
0.0,270.0,0.00011881350376925598
0.0,275.0,0.0001270075385119633
0.0,280.0,0.00012291052114060964
0.0,285.0,0.00013929859062602426
0.0,290.0,0.00016388069485414618
0.0,295.0,0.00011061946902654867
0.0,300.0,0.00013110455588331694
0.0,305.0,0.00011471648639790233
0.0,310.0,0.00011471648639790233
0.0,315.0,9.01343821697804e-05
0.0,320.0,0.00016388069485414618
0.0,325.0,0.00010242543428384136
0.0,330.0,0.00011471648639790233
0.0,335.0,5.7358243198951167e-05
0.0,340.0,8.603736479842674e-05
0.0,345.0,7.374631268436578e-05
0.0,350.0,8.194034742707309e-05
0.0,355.0,7.784333005571944e-05
0.1,0.0,4.9164208456243856e-05
0.1,5.0,5.326122582759751e-05
0.1,10.0,4.0970173713536546e-05
0.1,15.0,3.687315634218289e-05
0.1,20.0,4.0970173713536546e-05
0.1,25.0,2.0485086856768273e-05
0.1,30.0,4.0970173713536546e-05
0.1,35.0,8.194034742707309e-05
0.1,40.0,4.0970173713536546e-05
0.1,45.0,5.326122582759751e-05
0.1,50.0,4.9164208456243856e-05
0.1,55.00000000000001,4.9164208456243856e-05
0.1,60.0,5.7358243198951167e-05
0.1,65.0,7.374631268436578e-05
0.1,70.0,3.2776138970829235e-05
0.1,75.0,5.7358243198951167e-05
0.1,80.0,6.555227794165847e-05
0.1,85.0,7.784333005571944e-05
0.1,90.0,6.964929531301213e-05
0.1,95.0,7.784333005571944e-05
0.1,100.0,6.555227794165847e-05
0.1,105.0,7.784333005571944e-05
0.1,110.00000000000001,7.374631268436578e-05
0.1,114.99999999999999,5.326122582759751e-05
0.1,120.0,5.326122582759751e-05
0.1,125.0,4.0970173713536546e-05
0.1,130.0,3.687315634218289e-05
0.1,135.0,2.4582104228121928e-05
0.1,140.0,5.326122582759751e-05
0.1,145.0,3.687315634218289e-05
0.1,150.0,5.7358243198951167e-05
0.1,155.0,3.687315634218289e-05
0.1,160.0,4.0970173713536546e-05
0.1,165.0,4.50671910848902e-05
0.1,170.0,3.2776138970829235e-05
0.1,175.0,2.8679121599475583e-05
0.1,180.0,2.0485086856768273e-05
0.1,185.0,4.9164208456243856e-05
0.1,190.0,4.50671910848902e-05
0.1,195.0,4.50671910848902e-05
0.1,200.0,3.2776138970829235e-05
0.1,204.99999999999997,4.50671910848902e-05
0.1,210.0,3.687315634218289e-05
0.1,215.0,2.4582104228121928e-05
0.1,220.00000000000003,7.374631268436578e-05
0.1,225.0,8.194034742707309e-05
0.1,229.99999999999997,5.326122582759751e-05
0.1,235.0,3.687315634218289e-05
0.1,240.0,3.2776138970829235e-05
0.1,245.00000000000003,4.9164208456243856e-05
0.1,250.0,3.2776138970829235e-05
0.1,254.99999999999997,3.2776138970829235e-05
0.1,260.0,5.7358243198951167e-05
0.1,265.0,6.964929531301213e-05
0.1,270.0,9.01343821697804e-05
0.1,275.0,7.784333005571944e-05
0.1,280.0,6.145526057030482e-05
0.1,285.0,8.194034742707309e-05
0.1,290.0,8.194034742707309e-05
0.1,295.0,0.00010652245165519502
0.1,300.0,9.832841691248771e-05
0.1,305.0,6.964929531301213e-05
0.1,310.0,0.0001270075385119633
0.1,315.0,0.00010652245165519502
0.1,320.0,6.145526057030482e-05
0.1,325.0,7.374631268436578e-05
0.1,330.0,8.194034742707309e-05
0.1,335.0,6.145526057030482e-05
0.1,340.0,6.964929531301213e-05
0.1,345.0,4.9164208456243856e-05
0.1,350.0,6.964929531301213e-05
0.1,355.0,6.555227794165847e-05
0.2,0.0,3.2776138970829235e-05
0.2,5.0,5.326122582759751e-05
0.2,10.0,4.0970173713536546e-05
0.2,15.0,4.50671910848902e-05
0.2,20.0,4.0970173713536546e-05
0.2,25.0,4.50671910848902e-05
0.2,30.0,4.50671910848902e-05
0.2,35.0,6.145526057030482e-05
0.2,40.0,3.687315634218289e-05
0.2,45.0,4.9164208456243856e-05
0.2,50.0,4.0970173713536546e-05
0.2,55.00000000000001,6.145526057030482e-05
0.2,60.0,6.145526057030482e-05
0.2,65.0,8.603736479842674e-05
0.2,70.0,6.555227794165847e-05
0.2,75.0,4.50671910848902e-05
0.2,80.0,9.423139954113405e-05
0.2,85.0,7.374631268436578e-05
0.2,90.0,6.145526057030482e-05
0.2,95.0,4.9164208456243856e-05
0.2,100.0,5.326122582759751e-05
0.2,105.0,4.9164208456243856e-05
0.2,110.00000000000001,4.9164208456243856e-05
0.2,114.99999999999999,4.50671910848902e-05
0.2,120.0,3.2776138970829235e-05
0.2,125.0,8.194034742707309e-05
0.2,130.0,6.145526057030482e-05
0.2,135.0,6.145526057030482e-05
0.2,140.0,4.9164208456243856e-05
0.2,145.0,7.784333005571944e-05
0.2,150.0,4.50671910848902e-05
0.2,155.0,5.326122582759751e-05
0.2,160.0,4.50671910848902e-05
0.2,165.0,4.9164208456243856e-05
0.2,170.0,4.9164208456243856e-05
0.2,175.0,5.326122582759751e-05
0.2,180.0,3.2776138970829235e-05
0.2,185.0,2.8679121599475583e-05
0.2,190.0,3.2776138970829235e-05
0.2,195.0,3.687315634218289e-05
0.2,200.0,2.0485086856768273e-05
0.2,204.99999999999997,3.687315634218289e-05
0.2,210.0,4.0970173713536546e-05
0.2,215.0,4.50671910848902e-05
0.2,220.00000000000003,2.4582104228121928e-05
0.2,225.0,7.374631268436578e-05
0.2,229.99999999999997,5.7358243198951167e-05
0.2,235.0,4.9164208456243856e-05
0.2,240.0,2.4582104228121928e-05
0.2,245.00000000000003,3.2776138970829235e-05
0.2,250.0,2.4582104228121928e-05
0.2,254.99999999999997,4.9164208456243856e-05
0.2,260.0,5.7358243198951167e-05
0.2,265.0,2.8679121599475583e-05
0.2,270.0,5.7358243198951167e-05
0.2,275.0,5.326122582759751e-05
0.2,280.0,3.2776138970829235e-05
0.2,285.0,6.555227794165847e-05
0.2,290.0,3.2776138970829235e-05
0.2,295.0,4.50671910848902e-05
0.2,300.0,5.326122582759751e-05
0.2,305.0,7.784333005571944e-05
0.2,310.0,4.0970173713536546e-05
0.2,315.0,6.145526057030482e-05
0.2,320.0,4.9164208456243856e-05
0.2,325.0,4.9164208456243856e-05
0.2,330.0,7.374631268436578e-05
0.2,335.0,2.0485086856768273e-05
0.2,340.0,2.8679121599475583e-05
0.2,345.0,7.374631268436578e-05
0.2,350.0,2.0485086856768273e-05
0.2,355.0,4.9164208456243856e-05
0.3,0.0,5.326122582759751e-05
0.3,5.0,4.9164208456243856e-05
0.3,10.0,5.326122582759751e-05
0.3,15.0,7.374631268436578e-05
0.3,20.0,5.7358243198951167e-05
0.3,25.0,2.4582104228121928e-05
0.3,30.0,5.7358243198951167e-05
0.3,35.0,3.2776138970829235e-05
0.3,40.0,4.9164208456243856e-05
0.3,45.0,2.4582104228121928e-05
0.3,50.0,4.9164208456243856e-05
0.3,55.00000000000001,6.964929531301213e-05
0.3,60.0,6.145526057030482e-05
0.3,65.0,6.964929531301213e-05
0.3,70.0,4.9164208456243856e-05
0.3,75.0,2.8679121599475583e-05
0.3,80.0,6.964929531301213e-05
0.3,85.0,6.555227794165847e-05
0.3,90.0,7.784333005571944e-05
0.3,95.0,6.964929531301213e-05
0.3,100.0,6.145526057030482e-05
0.3,105.0,8.603736479842674e-05
0.3,110.00000000000001,7.374631268436578e-05
0.3,114.99999999999999,7.374631268436578e-05
0.3,120.0,8.194034742707309e-05
0.3,125.0,6.555227794165847e-05
0.3,130.0,7.784333005571944e-05
0.3,135.0,4.0970173713536546e-05
0.3,140.0,4.50671910848902e-05
0.3,145.0,2.8679121599475583e-05
0.3,150.0,4.50671910848902e-05
0.3,155.0,3.687315634218289e-05
0.3,160.0,4.0970173713536546e-05
0.3,165.0,5.326122582759751e-05
0.3,170.0,3.687315634218289e-05
0.3,175.0,6.145526057030482e-05
0.3,180.0,4.9164208456243856e-05
0.3,185.0,5.326122582759751e-05
0.3,190.0,6.145526057030482e-05
0.3,195.0,2.4582104228121928e-05
0.3,200.0,2.8679121599475583e-05
0.3,204.99999999999997,2.4582104228121928e-05
0.3,210.0,4.0970173713536546e-05
0.3,215.0,6.964929531301213e-05
0.3,220.00000000000003,4.0970173713536546e-05
0.3,225.0,2.8679121599475583e-05
0.3,229.99999999999997,2.4582104228121928e-05
0.3,235.0,5.7358243198951167e-05
0.3,240.0,3.687315634218289e-05
0.3,245.00000000000003,4.0970173713536546e-05
0.3,250.0,6.145526057030482e-05
0.3,254.99999999999997,4.9164208456243856e-05
0.3,260.0,6.145526057030482e-05
0.3,265.0,3.687315634218289e-05
0.3,270.0,6.964929531301213e-05
0.3,275.0,4.9164208456243856e-05
0.3,280.0,4.9164208456243856e-05
0.3,285.0,2.8679121599475583e-05
0.3,290.0,6.555227794165847e-05
0.3,295.0,3.2776138970829235e-05
0.3,300.0,3.2776138970829235e-05
0.3,305.0,5.326122582759751e-05
0.3,310.0,6.145526057030482e-05
0.3,315.0,7.374631268436578e-05
0.3,320.0,5.7358243198951167e-05
0.3,325.0,4.50671910848902e-05
0.3,330.0,3.2776138970829235e-05
0.3,335.0,4.50671910848902e-05
0.3,340.0,2.4582104228121928e-05
0.3,345.0,4.50671910848902e-05
0.3,350.0,3.687315634218289e-05
0.3,355.0,3.687315634218289e-05
0.4,0.0,4.0970173713536546e-05
0.4,5.0,3.687315634218289e-05
0.4,10.0,4.50671910848902e-05
0.4,15.0,3.2776138970829235e-05
0.4,20.0,4.50671910848902e-05
0.4,25.0,5.326122582759751e-05
0.4,30.0,5.326122582759751e-05
0.4,35.0,6.145526057030482e-05
0.4,40.0,5.7358243198951167e-05
0.4,45.0,7.784333005571944e-05
0.4,50.0,3.687315634218289e-05
0.4,55.00000000000001,5.326122582759751e-05
0.4,60.0,6.555227794165847e-05
0.4,65.0,4.9164208456243856e-05
0.4,70.0,6.145526057030482e-05
0.4,75.0,3.687315634218289e-05
0.4,80.0,6.145526057030482e-05
0.4,85.0,9.01343821697804e-05
0.4,90.0,6.964929531301213e-05
0.4,95.0,8.603736479842674e-05
0.4,100.0,7.374631268436578e-05
0.4,105.0,5.326122582759751e-05
0.4,110.00000000000001,9.423139954113405e-05
0.4,114.99999999999999,5.7358243198951167e-05
0.4,120.0,6.145526057030482e-05
0.4,125.0,7.374631268436578e-05
0.4,130.0,5.7358243198951167e-05
0.4,135.0,9.01343821697804e-05
0.4,140.0,4.0970173713536546e-05
0.4,145.0,6.555227794165847e-05
0.4,150.0,5.326122582759751e-05
0.4,155.0,2.8679121599475583e-05
0.4,160.0,4.9164208456243856e-05
0.4,165.0,5.7358243198951167e-05
0.4,170.0,7.784333005571944e-05
0.4,175.0,5.326122582759751e-05
0.4,180.0,6.555227794165847e-05
0.4,185.0,5.7358243198951167e-05
0.4,190.0,4.50671910848902e-05
0.4,195.0,5.326122582759751e-05
0.4,200.0,5.7358243198951167e-05
0.4,204.99999999999997,4.9164208456243856e-05
0.4,210.0,4.50671910848902e-05
0.4,215.0,5.326122582759751e-05
0.4,220.00000000000003,4.0970173713536546e-05
0.4,225.0,8.194034742707309e-05
0.4,229.99999999999997,6.145526057030482e-05
0.4,235.0,3.687315634218289e-05
0.4,240.0,7.374631268436578e-05
0.4,245.00000000000003,6.555227794165847e-05
0.4,250.0,5.7358243198951167e-05
0.4,254.99999999999997,5.326122582759751e-05
0.4,260.0,6.555227794165847e-05
0.4,265.0,3.687315634218289e-05
0.4,270.0,4.9164208456243856e-05
0.4,275.0,7.374631268436578e-05
0.4,280.0,5.326122582759751e-05
0.4,285.0,7.374631268436578e-05
0.4,290.0,5.7358243198951167e-05
0.4,295.0,6.145526057030482e-05
0.4,300.0,4.9164208456243856e-05
0.4,305.0,4.50671910848902e-05
0.4,310.0,6.555227794165847e-05
0.4,315.0,5.326122582759751e-05
0.4,320.0,6.555227794165847e-05
0.4,325.0,7.374631268436578e-05
0.4,330.0,6.964929531301213e-05
0.4,335.0,4.50671910848902e-05
0.4,340.0,5.7358243198951167e-05
0.4,345.0,3.687315634218289e-05
0.4,350.0,4.50671910848902e-05
0.4,355.0,7.374631268436578e-05
0.5,0.0,4.9164208456243856e-05
0.5,5.0,5.326122582759751e-05
0.5,10.0,3.2776138970829235e-05
0.5,15.0,5.326122582759751e-05
0.5,20.0,6.964929531301213e-05
0.5,25.0,3.687315634218289e-05
0.5,30.0,5.7358243198951167e-05
0.5,35.0,5.7358243198951167e-05
0.5,40.0,5.326122582759751e-05
0.5,45.0,8.194034742707309e-05
0.5,50.0,8.194034742707309e-05
0.5,55.00000000000001,6.145526057030482e-05
0.5,60.0,3.2776138970829235e-05
0.5,65.0,4.50671910848902e-05
0.5,70.0,7.784333005571944e-05
0.5,75.0,8.194034742707309e-05
0.5,80.0,7.784333005571944e-05
0.5,85.0,6.964929531301213e-05
0.5,90.0,7.784333005571944e-05
0.5,95.0,9.01343821697804e-05
0.5,100.0,9.423139954113405e-05
0.5,105.0,4.9164208456243856e-05
0.5,110.00000000000001,6.964929531301213e-05
0.5,114.99999999999999,5.326122582759751e-05
0.5,120.0,7.784333005571944e-05
0.5,125.0,9.832841691248771e-05
0.5,130.0,6.964929531301213e-05
0.5,135.0,5.326122582759751e-05
0.5,140.0,5.326122582759751e-05
0.5,145.0,6.964929531301213e-05
0.5,150.0,6.555227794165847e-05
0.5,155.0,5.326122582759751e-05
0.5,160.0,6.555227794165847e-05
0.5,165.0,4.9164208456243856e-05
0.5,170.0,6.555227794165847e-05
0.5,175.0,7.374631268436578e-05
0.5,180.0,5.326122582759751e-05
0.5,185.0,8.194034742707309e-05
0.5,190.0,6.555227794165847e-05
0.5,195.0,6.964929531301213e-05
0.5,200.0,4.0970173713536546e-05
0.5,204.99999999999997,8.194034742707309e-05
0.5,210.0,6.145526057030482e-05
0.5,215.0,9.01343821697804e-05
0.5,220.00000000000003,5.326122582759751e-05
0.5,225.0,4.9164208456243856e-05
0.5,229.99999999999997,8.603736479842674e-05
0.5,235.0,6.145526057030482e-05
0.5,240.0,7.374631268436578e-05
0.5,245.00000000000003,4.9164208456243856e-05
0.5,250.0,6.555227794165847e-05
0.5,254.99999999999997,6.555227794165847e-05
0.5,260.0,4.0970173713536546e-05
0.5,265.0,8.194034742707309e-05
0.5,270.0,4.50671910848902e-05
0.5,275.0,4.9164208456243856e-05
0.5,280.0,6.555227794165847e-05
0.5,285.0,3.2776138970829235e-05
0.5,290.0,4.9164208456243856e-05
0.5,295.0,4.9164208456243856e-05
0.5,300.0,6.964929531301213e-05
0.5,305.0,6.964929531301213e-05
0.5,310.0,6.964929531301213e-05
0.5,315.0,6.555227794165847e-05
0.5,320.0,9.832841691248771e-05
0.5,325.0,3.2776138970829235e-05
0.5,330.0,2.8679121599475583e-05
0.5,335.0,8.194034742707309e-05
0.5,340.0,6.964929531301213e-05
0.5,345.0,5.7358243198951167e-05
0.5,350.0,3.687315634218289e-05
0.5,355.0,4.0970173713536546e-05
0.6,0.0,4.9164208456243856e-05
0.6,5.0,4.0970173713536546e-05
0.6,10.0,4.50671910848902e-05
0.6,15.0,4.9164208456243856e-05
0.6,20.0,6.964929531301213e-05
0.6,25.0,6.555227794165847e-05
0.6,30.0,5.7358243198951167e-05
0.6,35.0,5.7358243198951167e-05
0.6,40.0,4.50671910848902e-05
0.6,45.0,6.964929531301213e-05
0.6,50.0,5.326122582759751e-05
0.6,55.00000000000001,6.555227794165847e-05
0.6,60.0,9.832841691248771e-05
0.6,65.0,0.00011061946902654867
0.6,70.0,8.603736479842674e-05
0.6,75.0,0.00011471648639790233
0.6,80.0,6.964929531301213e-05
0.6,85.0,6.145526057030482e-05
0.6,90.0,6.964929531301213e-05
0.6,95.0,8.194034742707309e-05
0.6,100.0,8.603736479842674e-05
0.6,105.0,8.194034742707309e-05
0.6,110.00000000000001,0.00010242543428384136
0.6,114.99999999999999,8.194034742707309e-05
0.6,120.0,9.832841691248771e-05
0.6,125.0,5.326122582759751e-05
0.6,130.0,7.374631268436578e-05
0.6,135.0,4.50671910848902e-05
0.6,140.0,5.7358243198951167e-05
0.6,145.0,0.00010652245165519502
0.6,150.0,7.374631268436578e-05
0.6,155.0,6.964929531301213e-05
0.6,160.0,9.832841691248771e-05
0.6,165.0,5.7358243198951167e-05
0.6,170.0,8.603736479842674e-05
0.6,175.0,8.603736479842674e-05
0.6,180.0,9.423139954113405e-05
0.6,185.0,6.555227794165847e-05
0.6,190.0,0.00010652245165519502
0.6,195.0,8.603736479842674e-05
0.6,200.0,6.555227794165847e-05
0.6,204.99999999999997,9.832841691248771e-05
0.6,210.0,5.326122582759751e-05
0.6,215.0,8.194034742707309e-05
0.6,220.00000000000003,7.784333005571944e-05
0.6,225.0,7.374631268436578e-05
0.6,229.99999999999997,6.145526057030482e-05
0.6,235.0,4.0970173713536546e-05
0.6,240.0,8.194034742707309e-05
0.6,245.00000000000003,6.145526057030482e-05
0.6,250.0,4.9164208456243856e-05
0.6,254.99999999999997,5.7358243198951167e-05
0.6,260.0,4.50671910848902e-05
0.6,265.0,5.326122582759751e-05
0.6,270.0,7.374631268436578e-05
0.6,275.0,2.8679121599475583e-05
0.6,280.0,6.555227794165847e-05
0.6,285.0,5.326122582759751e-05
0.6,290.0,5.326122582759751e-05
0.6,295.0,5.7358243198951167e-05
0.6,300.0,7.374631268436578e-05
0.6,305.0,5.7358243198951167e-05
0.6,310.0,4.0970173713536546e-05
0.6,315.0,7.374631268436578e-05
0.6,320.0,5.326122582759751e-05
0.6,325.0,7.374631268436578e-05
0.6,330.0,6.555227794165847e-05
0.6,335.0,5.326122582759751e-05
0.6,340.0,5.7358243198951167e-05
0.6,345.0,4.9164208456243856e-05
0.6,350.0,8.194034742707309e-05
0.6,355.0,5.326122582759751e-05
0.7,0.0,4.9164208456243856e-05
0.7,5.0,8.603736479842674e-05
0.7,10.0,6.555227794165847e-05
0.7,15.0,6.964929531301213e-05
0.7,20.0,4.50671910848902e-05
0.7,25.0,3.2776138970829235e-05
0.7,30.0,9.01343821697804e-05
0.7,35.0,8.603736479842674e-05
0.7,40.0,8.603736479842674e-05
0.7,45.0,6.145526057030482e-05
0.7,50.0,7.374631268436578e-05
0.7,55.00000000000001,6.145526057030482e-05
0.7,60.0,5.326122582759751e-05
0.7,65.0,9.832841691248771e-05
0.7,70.0,9.01343821697804e-05
0.7,75.0,8.194034742707309e-05
0.7,80.0,0.00010242543428384136
0.7,85.0,6.964929531301213e-05
0.7,90.0,8.194034742707309e-05
0.7,95.0,0.00012291052114060964
0.7,100.0,0.00013110455588331694
0.7,105.0,9.423139954113405e-05
0.7,110.00000000000001,9.832841691248771e-05
0.7,114.99999999999999,0.0001270075385119633
0.7,120.0,7.374631268436578e-05
0.7,125.0,6.145526057030482e-05
0.7,130.0,9.423139954113405e-05
0.7,135.0,9.423139954113405e-05
0.7,140.0,0.00010652245165519502
0.7,145.0,7.784333005571944e-05
0.7,150.0,4.50671910848902e-05
0.7,155.0,6.145526057030482e-05
0.7,160.0,5.7358243198951167e-05
0.7,165.0,6.964929531301213e-05
0.7,170.0,0.00010242543428384136
0.7,175.0,6.964929531301213e-05
0.7,180.0,6.145526057030482e-05
0.7,185.0,9.423139954113405e-05
0.7,190.0,9.423139954113405e-05
0.7,195.0,5.326122582759751e-05
0.7,200.0,0.00011881350376925598
0.7,204.99999999999997,8.194034742707309e-05
0.7,210.0,6.964929531301213e-05
0.7,215.0,6.145526057030482e-05
0.7,220.00000000000003,7.784333005571944e-05
0.7,225.0,9.423139954113405e-05
0.7,229.99999999999997,9.832841691248771e-05
0.7,235.0,7.374631268436578e-05
0.7,240.0,6.555227794165847e-05
0.7,245.00000000000003,6.964929531301213e-05
0.7,250.0,6.145526057030482e-05
0.7,254.99999999999997,8.603736479842674e-05
0.7,260.0,7.374631268436578e-05
0.7,265.0,6.555227794165847e-05
0.7,270.0,9.832841691248771e-05
0.7,275.0,7.784333005571944e-05
0.7,280.0,6.145526057030482e-05
0.7,285.0,7.784333005571944e-05
0.7,290.0,5.7358243198951167e-05
0.7,295.0,7.784333005571944e-05
0.7,300.0,4.9164208456243856e-05
0.7,305.0,0.00011061946902654867
0.7,310.0,9.423139954113405e-05
0.7,315.0,5.326122582759751e-05
0.7,320.0,6.145526057030482e-05
0.7,325.0,4.50671910848902e-05
0.7,330.0,6.145526057030482e-05
0.7,335.0,6.145526057030482e-05
0.7,340.0,7.784333005571944e-05
0.7,345.0,0.00012291052114060964
0.7,350.0,3.687315634218289e-05
0.7,355.0,4.50671910848902e-05
0.8,0.0,7.374631268436578e-05
0.8,5.0,3.2776138970829235e-05
0.8,10.0,7.374631268436578e-05
0.8,15.0,7.784333005571944e-05
0.8,20.0,4.0970173713536546e-05
0.8,25.0,3.2776138970829235e-05
0.8,30.0,8.603736479842674e-05
0.8,35.0,7.784333005571944e-05
0.8,40.0,7.784333005571944e-05
0.8,45.0,7.784333005571944e-05
0.8,50.0,8.603736479842674e-05
0.8,55.00000000000001,7.374631268436578e-05
0.8,60.0,7.374631268436578e-05
0.8,65.0,8.194034742707309e-05
